Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
Id,Year,Id,Sex,Id,Hispanic Origin,Id,Id2,Geography,Total,Race Alone - White,Race Alone - Black or African American,Race Alone - American Indian and Alaska Native,Race Alone - Asian,Race Alone - Native Hawaiian and Other Pacific Islander,Two or More Races
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5247589,4006253,860132,9685,285755,1647,84117
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US17,17,Illinois,6297676,4965551,891695,38643,293294,3852,104641
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2034507,1855325,64233,54755,14915,4266,41013
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10805188,8178736,1839193,19347,593236,3211,171465
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12839695,10034061,1903426,74102,608151,7477,212478
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US17,17,Illinois,998590,909170,32986,25799,7430,2104,21101
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5550307,4157217,976574,9658,315813,1565,89480
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US17,17,Illinois,6548897,5066387,1009560,35457,323243,3669,110581
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1065917,973592,32028,29108,7625,2243,21321
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5241156,3993765,857631,9225,293123,1618,85794
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US17,17,Illinois,6307073,4967357,889659,38333,300748,3861,107115
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2064507,1882762,65014,54907,15055,4347,42422
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10791463,8150982,1834205,18883,608936,3183,175274
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12855970,10033744,1899219,73790,623991,7530,217696
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US17,17,Illinois,1013344,922273,33484,26209,7573,2173,21632
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5538890,4137176,973774,9785,324408,1647,92100
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US17,17,Illinois,6552234,5059449,1007258,35994,331981,3820,113732
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1080474,986243,32609,29495,7851,2296,21980
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5235484,3978326,856667,9262,300996,1676,88557
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US17,17,Illinois,6315958,4964569,889276,38757,308847,3972,110537
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2093818,1908516,66093,55704,15424,4469,43612
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10774374,8115502,1830441,19047,625404,3323,180657
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12868192,10024018,1896534,74751,640828,7792,224269
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US17,17,Illinois,1027005,934133,34145,26525,7720,2221,22261
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US17,17,Illinois,5528647,4117928,971803,9722,333257,1707,94230
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US17,17,Illinois,6555652,5052061,1005948,36247,340977,3928,116491
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US17,17,Illinois,1094243,998293,33294,29849,7988,2347,22472
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US17,17,Illinois,5232240,3964990,855785,9380,309302,1816,90967
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US17,17,Illinois,6326483,4963283,889079,39229,317290,4163,113439
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US17,17,Illinois,2121248,1932426,67439,56374,15708,4568,44733
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US17,17,Illinois,10760887,8082918,1827588,19102,642559,3523,185197
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US17,17,Illinois,12882135,10015344,1895027,75476,658267,8091,229930
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US18,18,Indiana,184770,162664,9540,4664,1265,747,5890
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3109295,2694333,304511,7171,53229,1009,49042
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US18,18,Indiana,3294065,2856997,314051,11835,54494,1756,54932
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US18,18,Indiana,204937,181960,9278,5549,1353,840,5957
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2984800,2599876,280468,7103,49688,936,46729
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US18,18,Indiana,3189737,2781836,289746,12652,51041,1776,52686
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,389707,344624,18818,10213,2618,1587,11847
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6094095,5294209,584979,14274,102917,1945,95771
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6483802,5638833,603797,24487,105535,3532,107618
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US18,18,Indiana,184770,162664,9540,4664,1265,747,5890
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3109293,2694331,304511,7171,53229,1009,49042
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US18,18,Indiana,3294063,2856995,314051,11835,54494,1756,54932
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US18,18,Indiana,204937,181960,9278,5549,1353,840,5957
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2984797,2599873,280468,7103,49688,936,46729
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US18,18,Indiana,3189734,2781833,289746,12652,51041,1776,52686
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,389707,344624,18818,10213,2618,1587,11847
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6094090,5294204,584979,14274,102917,1945,95771
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6483797,5638828,603797,24487,105535,3532,107618
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US18,18,Indiana,185706,163519,9582,4664,1274,743,5924
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3111165,2694370,305239,7173,53911,1021,49451
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US18,18,Indiana,3296871,2857889,314821,11837,55185,1764,55375
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US18,18,Indiana,206057,182951,9311,5578,1368,845,6004
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2987037,2600408,281110,7103,50351,940,47125
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US18,18,Indiana,3193094,2783359,290421,12681,51719,1785,53129
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,391763,346470,18893,10242,2642,1588,11928
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6098202,5294778,586349,14276,104262,1961,96576
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6489965,5641248,605242,24518,106904,3549,108504
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US18,18,Indiana,191191,168233,9873,4750,1337,774,6224
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3118679,2694569,308191,7272,56450,1040,51157
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US18,18,Indiana,3309870,2862802,318064,12022,57787,1814,57381
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US18,18,Indiana,210797,186942,9564,5690,1443,873,6285
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,2995669,2601969,283661,7175,53050,976,48838
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US18,18,Indiana,3206466,2788911,293225,12865,54493,1849,55123
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,401988,355175,19437,10440,2780,1647,12509
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6114348,5296538,591852,14447,109500,2016,99995
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6516336,5651713,611289,24887,112280,3663,112504
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US18,18,Indiana,195745,172211,10082,4874,1373,806,6399
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3123517,2692624,310487,7387,59094,1085,52840
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US18,18,Indiana,3319262,2864835,320569,12261,60467,1891,59239
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US18,18,Indiana,215743,191152,9817,5887,1503,910,6474
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,3002777,2601980,286154,7244,55759,988,50652
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US18,18,Indiana,3218520,2793132,295971,13131,57262,1898,57126
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,411488,363363,19899,10761,2876,1716,12873
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6126294,5294604,596641,14631,114853,2073,103492
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6537782,5657967,616540,25392,117729,3789,116365
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US18,18,Indiana,201132,176784,10393,5002,1458,832,6663
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US18,18,Indiana,3133502,2694631,313489,7534,62230,1145,54473
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US18,18,Indiana,3334634,2871415,323882,12536,63688,1977,61136
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US18,18,Indiana,221322,195752,10154,6119,1558,944,6795
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US18,18,Indiana,3014946,2605586,289771,7335,58772,1037,52445
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US18,18,Indiana,3236268,2801338,299925,13454,60330,1981,59240
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US18,18,Indiana,422454,372536,20547,11121,3016,1776,13458
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US18,18,Indiana,6148448,5300217,603260,14869,121002,2182,106918
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US18,18,Indiana,6570902,5672753,623807,25990,124018,3958,120376
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US19,19,Iowa,71553,64211,1893,2306,512,266,2365
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1466483,1373062,41342,4393,26792,897,19997
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US19,19,Iowa,1538036,1437273,43235,6699,27304,1163,22362
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US19,19,Iowa,79991,71997,2095,2616,527,314,2442
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1428328,1330345,46365,4248,26401,942,20027
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US19,19,Iowa,1508319,1402342,48460,6864,26928,1256,22469
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,151544,136208,3988,4922,1039,580,4807
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2894811,2703407,87707,8641,53193,1839,40024
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3046355,2839615,91695,13563,54232,2419,44831
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US19,19,Iowa,71553,64211,1893,2306,512,266,2365
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1466485,1373065,41341,4393,26792,897,19997
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US19,19,Iowa,1538038,1437276,43234,6699,27304,1163,22362
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US19,19,Iowa,80021,72027,2095,2616,527,314,2442
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1428798,1330659,46504,4260,26404,942,20029
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US19,19,Iowa,1508819,1402686,48599,6876,26931,1256,22471
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,151574,136238,3988,4922,1039,580,4807
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2895283,2703724,87845,8653,53196,1839,40026
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3046857,2839962,91833,13575,54235,2419,44833
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US19,19,Iowa,72215,64745,1928,2337,526,271,2408
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1467295,1373020,41608,4415,27179,901,20172
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US19,19,Iowa,1539510,1437765,43536,6752,27705,1172,22580
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US19,19,Iowa,80722,72574,2122,2680,545,324,2477
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1430082,1331018,46801,4271,26810,955,20227
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US19,19,Iowa,1510804,1403592,48923,6951,27355,1279,22704
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,152937,137319,4050,5017,1071,595,4885
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2897377,2704038,88409,8686,53989,1856,40399
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3050314,2841357,92459,13703,55060,2451,45284
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US19,19,Iowa,74779,66820,2033,2538,583,268,2537
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1470661,1373124,42691,4445,28451,992,20958
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US19,19,Iowa,1545440,1439944,44724,6983,29034,1260,23495
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US19,19,Iowa,83588,74965,2229,2853,598,328,2615
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1435074,1332336,48243,4331,28142,1019,21003
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US19,19,Iowa,1518662,1407301,50472,7184,28740,1347,23618
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,158367,141785,4262,5391,1181,596,5152
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2905735,2705460,90934,8776,56593,2011,41961
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3064102,2847245,95196,14167,57774,2607,47113
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US19,19,Iowa,77345,69044,2092,2634,604,269,2702
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1472784,1372192,43628,4437,29788,1014,21725
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US19,19,Iowa,1550129,1441236,45720,7071,30392,1283,24427
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US19,19,Iowa,86081,77017,2344,2984,623,324,2789
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1438829,1332644,49341,4364,29658,1020,21802
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US19,19,Iowa,1524910,1409661,51685,7348,30281,1344,24591
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,163426,146061,4436,5618,1227,593,5491
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2911613,2704836,92969,8801,59446,2034,43527
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3075039,2850897,97405,14419,60673,2627,49018
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US19,19,Iowa,79955,71233,2196,2739,625,286,2876
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US19,19,Iowa,1477060,1372502,45399,4518,31077,1052,22512
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US19,19,Iowa,1557015,1443735,47595,7257,31702,1338,25388
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US19,19,Iowa,88851,79393,2461,3060,640,345,2952
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US19,19,Iowa,1444550,1334188,51312,4425,30949,1070,22606
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US19,19,Iowa,1533401,1413581,53773,7485,31589,1415,25558
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US19,19,Iowa,168806,150626,4657,5799,1265,631,5828
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US19,19,Iowa,2921610,2706690,96711,8943,62026,2122,45118
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US19,19,Iowa,3090416,2857316,101368,14742,63291,2753,50946
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US20,20,Kansas,143557,127633,4849,4659,945,380,5091
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US20,20,Kansas,1294153,1134211,79945,11710,35242,945,32100
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US20,20,Kansas,1437710,1261844,84794,16369,36187,1325,37191
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US20,20,Kansas,156485,139888,4907,5228,957,458,5047
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US20,20,Kansas,1258923,1099325,83597,11447,32484,1081,30989
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US20,20,Kansas,1415408,1239213,88504,16675,33441,1539,36036
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US20,20,Kansas,300042,267521,9756,9887,1902,838,10138
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US20,20,Kansas,2553076,2233536,163542,23157,67726,2026,63089
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US20,20,Kansas,2853118,2501057,173298,33044,69628,2864,73227
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US20,20,Kansas,143557,127633,4849,4659,945,380,5091
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US20,20,Kansas,1294152,1134210,79945,11710,35242,945,32100
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US20,20,Kansas,1437709,1261843,84794,16369,36187,1325,37191
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US20,20,Kansas,156485,139888,4907,5228,957,458,5047
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US20,20,Kansas,1258922,1099324,83597,11447,32484,1081,30989
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US20,20,Kansas,1415407,1239212,88504,16675,33441,1539,36036
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US20,20,Kansas,300042,267521,9756,9887,1902,838,10138
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US20,20,Kansas,2553074,2233534,163542,23157,67726,2026,63089
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US20,20,Kansas,2853116,2501055,173298,33044,69628,2864,73227
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US20,20,Kansas,144613,128520,4905,4700,965,374,5149
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US20,20,Kansas,1295134,1134408,80176,11734,35527,949,32340
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US20,20,Kansas,1439747,1262928,85081,16434,36492,1323,37489
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US20,20,Kansas,157744,140985,4960,5250,982,456,5111
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US20,20,Kansas,1261419,1100844,84025,11455,32819,1079,31197
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US20,20,Kansas,1419163,1241829,88985,16705,33801,1535,36308
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US20,20,Kansas,302357,269505,9865,9950,1947,830,10260
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US20,20,Kansas,2556553,2235252,164201,23189,68346,2028,63537
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US20,20,Kansas,2858910,2504757,174066,33139,70293,2858,73797
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US20,20,Kansas,148156,131573,5069,4861,984,369,5300
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US20,20,Kansas,1296634,1133365,81094,11687,36574,929,32985
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US20,20,Kansas,1444790,1264938,86163,16548,37558,1298,38285
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US20,20,Kansas,161339,144100,5096,5405,1022,459,5257
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US20,20,Kansas,1263419,1100723,84538,11444,33815,1054,31845
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US20,20,Kansas,1424758,1244823,89634,16849,34837,1513,37102
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US20,20,Kansas,309495,275673,10165,10266,2006,828,10557
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US20,20,Kansas,2560053,2234088,165632,23131,70389,1983,64830
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US20,20,Kansas,2869548,2509761,175797,33397,72395,2811,75387
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US20,20,Kansas,151768,134588,5298,4966,1025,375,5516
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US20,20,Kansas,1298172,1131941,82032,11767,37805,960,33667
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US20,20,Kansas,1449940,1266529,87330,16733,38830,1335,39183
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US20,20,Kansas,165665,147940,5293,5550,1051,465,5366
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US20,20,Kansas,1269793,1103241,86157,11522,35072,1072,32729
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US20,20,Kansas,1435458,1251181,91450,17072,36123,1537,38095
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US20,20,Kansas,317433,282528,10591,10516,2076,840,10882
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US20,20,Kansas,2567965,2235182,168189,23289,72877,2032,66396
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US20,20,Kansas,2885398,2517710,178780,33805,74953,2872,77278
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US20,20,Kansas,154508,136883,5370,5114,1069,386,5686
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US20,20,Kansas,1297501,1128993,82315,11894,38891,1018,34390
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US20,20,Kansas,1452009,1265876,87685,17008,39960,1404,40076
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US20,20,Kansas,169052,150833,5379,5701,1087,480,5572
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US20,20,Kansas,1272896,1103195,87016,11675,36178,1200,33632
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US20,20,Kansas,1441948,1254028,92395,17376,37265,1680,39204
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US20,20,Kansas,323560,287716,10749,10815,2156,866,11258
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US20,20,Kansas,2570397,2232188,169331,23569,75069,2218,68022
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US20,20,Kansas,2893957,2519904,180080,34384,77225,3084,79280
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US21,21,Kentucky,58555,50144,3676,1423,538,428,2346
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US21,21,Kentucky,2145860,1913526,169356,4277,26103,1022,31576
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US21,21,Kentucky,2204415,1963670,173032,5700,26641,1450,33922
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US21,21,Kentucky,74281,63958,4416,1972,635,652,2648
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US21,21,Kentucky,2060671,1836565,165356,4433,22901,1097,30319
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US21,21,Kentucky,2134952,1900523,169772,6405,23536,1749,32967
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US21,21,Kentucky,132836,114102,8092,3395,1173,1080,4994
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US21,21,Kentucky,4206531,3750091,334712,8710,49004,2119,61895
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US21,21,Kentucky,4339367,3864193,342804,12105,50177,3199,66889
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US21,21,Kentucky,58555,50144,3676,1423,538,428,2346
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US21,21,Kentucky,2145855,1913523,169356,4277,26103,1022,31574
