Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
Id,Year,Id,Sex,Id,Hispanic Origin,Id,Id2,Geography,Total,Race Alone - White,Race Alone - Black or African American,Race Alone - American Indian and Alaska Native,Race Alone - Asian,Race Alone - Native Hawaiian and Other Pacific Islander,Two or More Races
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US01,01,Alabama,105899,89004,7012,3843,933,1781,3326
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2223492,1569742,583503,12882,26327,1060,29978
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US01,01,Alabama,2329391,1658746,590515,16725,27260,2841,33304
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,191291,160577,13253,6651,1635,2993,6182
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4610336,3210202,1254334,26219,55969,2052,61560
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4801627,3370779,1267587,32870,57604,5045,67742
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US01,01,Alabama,87386,73196,6493,2874,686,1188,2949
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2392903,1640333,674463,13414,30903,1047,32743
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US01,01,Alabama,2480289,1713529,680956,16288,31589,2235,35692
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US01,01,Alabama,107041,89854,7222,3917,863,1759,3426
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2230198,1570597,586910,12971,27427,1106,31187
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US01,01,Alabama,2337239,1660451,594132,16888,28290,2865,34613
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,194427,163050,13715,6791,1549,2947,6375
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4623101,3210930,1261373,26385,58330,2153,63930
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4817528,3373980,1275088,33176,59879,5100,70305
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US01,01,Alabama,89663,74884,6738,2991,710,1193,3147
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US01,01,Alabama,2398712,1639897,678523,13573,31949,1081,33689
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US01,01,Alabama,2488375,1714781,685261,16564,32659,2274,36836
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US01,01,Alabama,108356,90816,7440,3925,881,1713,3581
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US01,01,Alabama,2236991,1570698,591622,13092,28319,1149,32111
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US01,01,Alabama,2345347,1661514,599062,17017,29200,2862,35692
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US01,01,Alabama,198019,165700,14178,6916,1591,2906,6728
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US01,01,Alabama,4635703,3210595,1270145,26665,60268,2230,65800
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US01,01,Alabama,4833722,3376295,1284323,33581,61859,5136,72528
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321482,214865,9811,50882,20114,3543,22267
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US02,02,Alaska,340603,228288,10972,52540,20625,3752,24426
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20128,14056,1123,1863,624,180,2282
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349500,241529,12346,51865,17633,3730,22397
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US02,02,Alaska,369628,255585,13469,53728,18257,3910,24679
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39249,27479,2284,3521,1135,389,4441
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670982,456394,22157,102747,37747,7273,44664
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710231,483873,24441,106268,38882,7662,49105
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19121,13423,1161,1658,511,209,2159
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,321482,214865,9811,50882,20114,3543,22267
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US02,02,Alaska,340603,228288,10972,52540,20625,3752,24426
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20128,14056,1123,1863,624,180,2282
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,349500,241529,12346,51865,17633,3730,22397
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US02,02,Alaska,369628,255585,13469,53728,18257,3910,24679
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,39249,27479,2284,3521,1135,389,4441
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,670982,456394,22157,102747,37747,7273,44664
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,710231,483873,24441,106268,38882,7662,49105
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US02,02,Alaska,19465,13644,1169,1721,524,210,2197
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,322817,215566,9873,51032,20312,3580,22454
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US02,02,Alaska,342282,229210,11042,52753,20836,3790,24651
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US02,02,Alaska,20543,14360,1137,1928,631,184,2303
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,351043,242427,12482,51951,17843,3767,22573
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US02,02,Alaska,371586,256787,13619,53879,18474,3951,24876
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,40008,28004,2306,3649,1155,394,4500
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,673860,457993,22355,102983,38155,7347,45027
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,713868,485997,24661,106632,39310,7741,49527
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US02,02,Alaska,20551,14459,1181,1865,564,224,2258
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,327182,217679,10264,51613,20957,3781,22888
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US02,02,Alaska,347733,232138,11445,53478,21521,4005,25146
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US02,02,Alaska,21965,15343,1198,2129,663,216,2416
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,353677,242927,12883,52495,18488,3919,22965
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US02,02,Alaska,375642,258270,14081,54624,19151,4135,25381
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,42516,29802,2379,3994,1227,440,4674
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,680859,460606,23147,104108,39445,7700,45853
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,723375,490408,25526,108102,40672,8140,50527
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US02,02,Alaska,21876,15558,1231,1973,582,222,2310
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,327914,216853,10852,51583,21410,3993,23223
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US02,02,Alaska,349790,232411,12083,53556,21992,4215,25533
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US02,02,Alaska,23964,17127,1260,2174,691,218,2494
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,356553,243622,14078,52415,19109,4141,23188
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US02,02,Alaska,380517,260749,15338,54589,19800,4359,25682
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,45840,32685,2491,4147,1273,440,4804
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,684467,460475,24930,103998,40519,8134,46411
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,730307,493160,27421,108145,41792,8574,51215
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US02,02,Alaska,22639,16300,1225,2015,594,235,2270
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US02,02,Alaska,326925,214836,11042,51480,21817,4100,23650
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US02,02,Alaska,349564,231136,12267,53495,22411,4335,25920
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US02,02,Alaska,25860,18867,1328,2236,686,234,2509
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US02,02,Alaska,359708,244716,14872,52448,19719,4314,23639
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US02,02,Alaska,385568,263583,16200,54684,20405,4548,26148
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US02,02,Alaska,48499,35167,2553,4251,1280,469,4779
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US02,02,Alaska,686633,459552,25914,103928,41536,8414,47289
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US02,02,Alaska,735132,494719,28467,108179,42816,8883,52068
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US04,04,Arizona,943359,853723,20264,37120,8095,2466,21691
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2272835,1873751,114247,132437,92261,4957,55182
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US04,04,Arizona,3216194,2727474,134511,169557,100356,7423,76873
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US04,04,Arizona,951790,859722,19695,39974,7958,2492,21949
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2224033,1831287,126699,125747,80142,6197,53961
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US04,04,Arizona,3175823,2691009,146394,165721,88100,8689,75910
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1895149,1713445,39959,77094,16053,4958,43640
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4496868,3705038,240946,258184,172403,11154,109143
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6392017,5418483,280905,335278,188456,16112,152783
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US04,04,Arizona,943358,853722,20264,37120,8095,2466,21691
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2272835,1873751,114247,132437,92261,4957,55182
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US04,04,Arizona,3216193,2727473,134511,169557,100356,7423,76873
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US04,04,Arizona,951790,859722,19695,39974,7958,2492,21949
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2224032,1831287,126699,125746,80142,6197,53961
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US04,04,Arizona,3175822,2691009,146394,165720,88100,8689,75910
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1895148,1713444,39959,77094,16053,4958,43640
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4496867,3705038,240946,258183,172403,11154,109143
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6392015,5418482,280905,335277,188456,16112,152783
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US04,04,Arizona,947654,857347,20373,37447,8122,2475,21890
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2276809,1875494,114909,132778,93016,4978,55634
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US04,04,Arizona,3224463,2732841,135282,170225,101138,7453,77524
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US04,04,Arizona,956781,864034,19790,40274,7995,2513,22175
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2227546,1832976,127257,125926,80778,6231,54378
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US04,04,Arizona,3184327,2697010,147047,166200,88773,8744,76553
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1904435,1721381,40163,77721,16117,4988,44065
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4504355,3708470,242166,258704,173794,11209,110012
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6408790,5429851,282329,336425,189911,16197,154077
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US04,04,Arizona,960365,867800,20753,38337,8278,2539,22658
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2291707,1880077,117969,134295,96598,5077,57691
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US04,04,Arizona,3252072,2747877,138722,172632,104876,7616,80349
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US04,04,Arizona,972904,877867,20114,41248,8180,2545,22950
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2243820,1838565,130874,127649,83935,6297,56500
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US04,04,Arizona,3216724,2716432,150988,168897,92115,8842,79450
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1933269,1745667,40867,79585,16458,5084,45608
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4535527,3718642,248843,261944,180533,11374,114191
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6468796,5464309,289710,341529,196991,16458,159799
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US04,04,Arizona,977741,882707,21290,39223,8499,2592,23430
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2315651,1891794,121885,136262,100586,5154,59970
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US04,04,Arizona,3293392,2774501,143175,175485,109085,7746,83400
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US04,04,Arizona,992359,894503,20650,42309,8432,2641,23824
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2265398,1848283,134831,129374,87650,6468,58792
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US04,04,Arizona,3257757,2742786,155481,171683,96082,9109,82616
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,1970100,1777210,41940,81532,16931,5233,47254
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4581049,3740077,256716,265636,188236,11622,118762
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6551149,5517287,298656,347168,205167,16855,166016
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US04,04,Arizona,995055,897561,21927,40016,8645,2675,24231
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US04,04,Arizona,2336450,1901016,125257,137842,104386,5328,62621
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US04,04,Arizona,3331505,2798577,147184,177858,113031,8003,86852
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US04,04,Arizona,1010062,909772,21323,43141,8579,2704,24543
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US04,04,Arizona,2285057,1857062,138426,130552,91256,6598,61163
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US04,04,Arizona,3295119,2766834,159749,173693,99835,9302,85706
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US04,04,Arizona,2005117,1807333,43250,83157,17224,5379,48774
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US04,04,Arizona,4621507,3758078,263683,268394,195642,11926,123784
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US04,04,Arizona,6626624,5565411,306933,351551,212866,17305,172558
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US05,05,Arkansas,86797,77693,2958,2683,678,427,2358
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US05,05,Arkansas,1397484,1107462,235172,10335,19128,2750,22637
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US05,05,Arkansas,1484281,1185155,238130,13018,19806,3177,24995
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US05,05,Arkansas,99253,88994,3200,3157,773,618,2511
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US05,05,Arkansas,1332384,1068254,212691,9959,16958,2890,21632
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US05,05,Arkansas,1431637,1157248,215891,13116,17731,3508,24143
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US05,05,Arkansas,186050,166687,6158,5840,1451,1045,4869
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US05,05,Arkansas,2729868,2175716,447863,20294,36086,5640,44269
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US05,05,Arkansas,2915918,2342403,454021,26134,37537,6685,49138
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US05,05,Arkansas,86797,77693,2958,2683,678,427,2358
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US05,05,Arkansas,1397482,1107462,235172,10333,19128,2750,22637
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US05,05,Arkansas,1484279,1185155,238130,13016,19806,3177,24995
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US05,05,Arkansas,99253,88994,3200,3157,773,618,2511
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US05,05,Arkansas,1332384,1068254,212691,9959,16958,2890,21632
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US05,05,Arkansas,1431637,1157248,215891,13116,17731,3508,24143
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US05,05,Arkansas,186050,166687,6158,5840,1451,1045,4869
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US05,05,Arkansas,2729866,2175716,447863,20292,36086,5640,44269
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US05,05,Arkansas,2915916,2342403,454021,26132,37537,6685,49138
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US05,05,Arkansas,87449,78293,2980,2706,679,433,2358
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US05,05,Arkansas,1399936,1108742,235802,10382,19322,2797,22891
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US05,05,Arkansas,1487385,1187035,238782,13088,20001,3230,25249
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US05,05,Arkansas,100021,89720,3226,3175,765,619,2516
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US05,05,Arkansas,1334874,1069652,213256,10030,17149,2942,21845
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US05,05,Arkansas,1434895,1159372,216482,13205,17914,3561,24361
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US05,05,Arkansas,187470,168013,6206,5881,1444,1052,4874
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US05,05,Arkansas,2734810,2178394,449058,20412,36471,5739,44736
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US05,05,Arkansas,2922280,2346407,455264,26293,37915,6791,49610
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US05,05,Arkansas,90087,80762,2979,2775,667,444,2460
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US05,05,Arkansas,1405437,1111099,236800,10560,20259,2957,23762
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US05,05,Arkansas,1495524,1191861,239779,13335,20926,3401,26222
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US05,05,Arkansas,103065,92564,3310,3245,763,608,2575
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US05,05,Arkansas,1339917,1071592,214183,10245,18054,3149,22694
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US05,05,Arkansas,1442982,1164156,217493,13490,18817,3757,25269
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US05,05,Arkansas,193152,173326,6289,6020,1430,1052,5035
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US05,05,Arkansas,2745354,2182691,450983,20805,38313,6106,46456
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US05,05,Arkansas,2938506,2356017,457272,26825,39743,7158,51491
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US05,05,Arkansas,92924,83215,3093,2947,673,462,2534
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US05,05,Arkansas,1407953,1110590,237547,10819,21155,3155,24687
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US05,05,Arkansas,1500877,1193805,240640,13766,21828,3617,27221
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US05,05,Arkansas,106398,95533,3430,3361,755,618,2701
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US05,05,Arkansas,1342553,1071212,214832,10518,19016,3350,23625
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US05,05,Arkansas,1448951,1166745,218262,13879,19771,3968,26326
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US05,05,Arkansas,199322,178748,6523,6308,1428,1080,5235
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US05,05,Arkansas,2750506,2181802,452379,21337,40171,6505,48312
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US05,05,Arkansas,2949828,2360550,458902,27645,41599,7585,53547
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US05,05,Arkansas,95371,85311,3183,3082,699,466,2630
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US05,05,Arkansas,1410411,1109789,238724,11025,21919,3377,25577
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US05,05,Arkansas,1505782,1195100,241907,14107,22618,3843,28207
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US05,05,Arkansas,109031,97832,3546,3465,794,609,2785
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US05,05,Arkansas,1344560,1070189,215868,10692,19583,3637,24591
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US05,05,Arkansas,1453591,1168021,219414,14157,20377,4246,27376
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US05,05,Arkansas,204402,183143,6729,6547,1493,1075,5415
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US05,05,Arkansas,2754971,2179978,454592,21717,41502,7014,50168
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US05,05,Arkansas,2959373,2363121,461321,28264,42995,8089,55583
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US06,06,California,6933591,6232080,153457,222019,111738,24279,190018
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US06,06,California,11802535,7546255,1106399,82967,2536484,66894,463536
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US06,06,California,18736126,13778335,1259856,304986,2648222,91173,653554
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US06,06,California,7080128,6375672,146012,235654,109553,24467,188770
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US06,06,California,11437702,7482396,1080681,81467,2280348,65791,447019
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US06,06,California,18517830,13858068,1226693,317121,2389901,90258,635789
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US06,06,California,14013719,12607752,299469,457673,221291,48746,378788
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US06,06,California,23240237,15028651,2187080,164434,4816832,132685,910555
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US06,06,California,37253956,27636403,2486549,622107,5038123,181431,1289343
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US06,06,California,6933591,6232080,153457,222019,111738,24279,190018
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US06,06,California,11802536,7546256,1106399,82967,2536484,66894,463536
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US06,06,California,18736127,13778336,1259856,304986,2648222,91173,653554
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US06,06,California,7080128,6375672,146012,235654,109553,24467,188770
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US06,06,California,11437704,7482398,1080681,81467,2280348,65791,447019
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US06,06,California,18517832,13858070,1226693,317121,2389901,90258,635789
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US06,06,California,14013719,12607752,299469,457673,221291,48746,378788
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US06,06,California,23240240,15028654,2187080,164434,4816832,132685,910555
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US06,06,California,37253959,27636406,2486549,622107,5038123,181431,1289343
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US06,06,California,6961143,6256915,153827,222600,112121,24369,191311
